id,address,price,area,beds,showers,url,currency,source,lat,lon
c8fg,The Pine Comm. 25,76000,133 ,2 ,2 ,https://listings.loopghana.com/listing/c8fg,$,loopghana,5.72649081269172,0.0165145844338213
c8dp,The Pine Comm. 25,76000,133 ,2 ,2 ,https://listings.loopghana.com/listing/c8dp,$,loopghana,5.7270620349273,0.0157783702628649
c8e5,The Pine Comm. 25,76000,133 ,2 ,2 ,https://listings.loopghana.com/listing/c8e5,$,loopghana,5.72651225755787,0.0159124807136095
c8ex,The Pine Comm. 25,76000,133 ,2 ,2 ,https://listings.loopghana.com/listing/c8ex,$,loopghana,5.72690724329427,0.0157569125907457
c888,Oak Plus,125000,133 ,3 ,3 ,https://listings.loopghana.com/listing/c888,$,loopghana,5.7266350234241,0.0159553960578478
c9cg,6 La Mirada Road,895000,"7,600 ",10 ,10 ,https://listings.loopghana.com/listing/c9cg,$,loopghana,5.61824355609807,-0.140961509377121
c18o,Jungle Road,3000,254 ,4 ,4 ,https://listings.loopghana.com/listing/c18o,$,loopghana,5.63840125246019,-0.150244978144201
c6d5,Oak Tema Comm. 25,107000,"1,431 ",3 ,3 ,https://listings.loopghana.com/listing/c6d5,$,loopghana,5.71892741094551,0.035900302292589
c6hp,Oak Tema Comm. 25,107000,133 ,3 ,3 ,https://listings.loopghana.com/listing/c6hp,$,loopghana,5.71901558915782,0.0365287391007314
c666,Oak Tema Comm. 25,107000,133 ,3 ,3 ,https://listings.loopghana.com/listing/c666,$,loopghana,5.71801466048337,0.0350312665717638
c60x,Oak Tema Comm. 25,107000,133 ,3 ,3 ,https://listings.loopghana.com/listing/c60x,$,loopghana,5.72043264536877,0.0247101262824572
c6jh,Oak Tema Comm. 25,107000,133 ,3 ,3 ,https://listings.loopghana.com/listing/c6jh,$,loopghana,5.72622378284056,0.0160861211519432
c5y6,Oak Tema Comm. 25,107000,133 ,3 ,3 ,https://listings.loopghana.com/listing/c5y6,$,loopghana,5.72669373752472,0.015676446320299
c3z2,Oak Tema Comm. 25,107000,133 ,3 ,3 ,https://listings.loopghana.com/listing/c3z2,$,loopghana,5.72650857541075,0.0159850408201692
c482,Oak Tema Comm. 25,107000,"1,431 ",3 ,3 ,https://listings.loopghana.com/listing/c482,$,loopghana,5.72538387775206,0.0164845429857223
c1o5,Cantonment,2500,"4,046 ",10 ,10 ,https://listings.loopghana.com/listing/c1o5,$,loopghana,5.57672889459456,-0.177853039410593
c1d8,Cantonment,5500,295 ,4 ,4 ,https://listings.loopghana.com/listing/c1d8,$,loopghana,5.57660652407535,-0.177393147793964
c1c4,Cantonment,5500,312 ,4 ,4 ,https://listings.loopghana.com/listing/c1c4,$,loopghana,5.57679296292684,-0.178483117221958
c1fb,Neem Community 25,84000,85 ,2 ,2 ,https://listings.loopghana.com/listing/c1fb,$,loopghana,5.72709436767077,0.0173935442682023
br9p,Oak Tema Comm. 25,107000,"1,216 ",3 ,3 ,https://listings.loopghana.com/listing/br9p,$,loopghana,5.72700332086454,0.0158968700737887
br83,Oak Tema Comm. 25,107000,"1,216 ",3 ,3 ,https://listings.loopghana.com/listing/br83,$,loopghana,5.72677356813021,0.0160645641175279
br9p,Oak Tema Comm. 25,107000,"1,216 ",3 ,3 ,https://listings.loopghana.com/listing/br9p,$,loopghana,5.72700332086454,0.0158968700737887
bgtm,Manet Cottage Spintex,50000,120 ,2 ,2 ,https://listings.loopghana.com/listing/bgtm,$,loopghana,5.63528508024763,-0.124968514581951
bh2a,2l Community 25,125000,138 ,3 ,3 ,https://listings.loopghana.com/listing/bh2a,$,loopghana,5.72751023455919,0.0160527103802224
bh0s,Oak Plus Comm.25,125000,133 ,3 ,3 ,https://listings.loopghana.com/listing/bh0s,$,loopghana,5.72735026751154,0.0158378614754611
bep3,2l Daisy St.,125000,138 ,4 ,4 ,https://listings.loopghana.com/listing/bep3,$,loopghana,5.75525636393366,0.0296647702110704
bcqv,Oak Tema Comm. 25,107000,133 ,3 ,3 ,https://listings.loopghana.com/listing/bcqv,$,loopghana,5.72741431917718,0.0159880651802951
bcbi,East Legon Hills,120000,"1,000 ",3 ,3 ,https://listings.loopghana.com/listing/bcbi,$,loopghana,5.63587721406596,-0.161844438524554
ba6y,Tema Community 25,107000,"1,000 ",3 ,2 ,https://listings.loopghana.com/listing/ba6y,$,loopghana,5.72736094278964,0.0160524381966525
ba62,Tema Community 25,125000,138 ,3 ,3 ,https://listings.loopghana.com/listing/ba62,$,loopghana,5.72746769555972,0.016138268885129
b8cl,Manet Court,500,190 ,3 ,3 ,https://listings.loopghana.com/listing/b8cl,$,loopghana,5.63486838703679,-0.100411176681519
b7sy,Community 25 Tema,1200,98 ,3 ,3 ,https://listings.loopghana.com/listing/b7sy,$,loopghana,5.72744634500729,0.0160738958687716
b7ul,Dzorwulu,5000,312 ,4 ,4 ,https://listings.loopghana.com/listing/b7ul,$,loopghana,5.61414028378062,-0.195547616959288
